grid,laps,circuit_type,length,turns,direction,drs_zones,overtake_rating,pit_stops,laps_led,is_verstappen,driver_rank,constructor_rank,position
3,78,4,3.337,19,1,1,1,1,0,0,3,2,2
6,78,4,3.337,19,1,1,1,1,0,0,4,2,6
16,78,4,3.337,19,1,1,1,2,0,0,5,3,14
14,78,4,3.337,19,1,1,1,2,0,0,9,5,9
17,78,4,3.337,19,1,1,1,3,0,0,15,5,13
4,78,4,3.337,19,1,1,1,2,0,0,7,4,5
5,78,4,3.337,19,1,1,1,1,0,0,8,4,4
11,78,4,3.337,19,1,1,1,2,0,0,13,6,11
7,78,4,3.337,19,1,1,1,2,0,0,11,6,7
0,78,4,3.337,19,1,1,1,1,0,0,12,8,10
10,78,4,3.337,19,1,1,1,2,0,0,16,9,8
15,78,4,3.337,19,1,1,1,1,0,0,10,7,12
1,70,0,4.361,14,1,2,4,1,69,1,1,1,1
2,70,0,4.361,14,1,2,4,1,1,0,2,1,2
18,70,0,4.361,14,1,2,4,2,0,0,3,2,5
3,70,0,4.361,14,1,2,4,2,0,0,4,2,4
15,70,0,4.361,14,1,2,4,1,0,0,6,3,6
4,70,0,4.361,14,1,2,4,1,0,0,5,3,3
6,70,0,4.361,14,1,2,4,1,0,0,15,5,7
2,71,0,4.318,10,1,2,4,1,67,0,2,1,1
1,71,0,4.318,10,1,2,4,1,3,1,1,1,2
3,71,0,4.318,10,1,2,4,1,1,0,3,2,4
4,71,0,4.318,10,1,2,4,1,0,0,6,3,3
6,71,0,4.318,10,1,2,4,1,0,0,5,3,5
5,71,0,4.318,10,1,2,4,1,0,0,9,5,6
1,52,3,5.891,18,1,2,4,2,31,1,1,1,1
2,52,3,5.891,18,1,2,4,2,1,0,2,1,2
6,52,3,5.891,18,1,2,4,2,0,0,3,2,3
3,52,3,5.891,18,1,2,4,2,19,0,6,3,4
4,52,3,5.891,18,1,2,4,2,1,0,4,3,5
7,52,3,5.891,18,1,2,4,2,0,0,8,4,6
9,52,3,5.891,18,1,2,4,2,0,0,9,5,7
1,69,0,4.381,14,1,2,2,6,0,1,1,1,6
2,69,0,4.381,14,1,2,2,5,0,0,2,1,8
3,69,0,4.381,14,1,2,2,4,68,0,3,2,1
8,69,0,4.381,14,1,2,2,5,0,0,6,3,12
6,69,0,4.381,14,1,2,2,5,0,0,4,3,13
18,69,0,4.381,14,1,2,2,5,0,0,12,8,11
17,69,0,4.381,14,1,2,2,5,0,0,18,8,10
4,69,0,4.381,14,1,2,2,5,0,0,7,4,3
7,69,0,4.381,14,1,2,2,5,0,0,8,4,2
9,69,0,4.381,14,1,2,2,5,0,0,11,7,4
16,69,0,4.381,14,1,2,2,4,0,0,17,9,9
15,69,0,4.381,14,1,2,2,5,0,0,15,9,5
10,69,0,4.381,14,1,2,2,5,0,0,10,6,7
14,69,0,4.381,14,1,2,2,6,0,0,14,6,14
1,53,3,5.793,11,1,2,4,1,53,1,1,1,1
18,43,3,7.004,19,1,2,4,3,0,0,10,7,8
14,43,3,7.004,19,1,2,4,2,0,0,13,8,11
13,43,3,7.004,19,1,2,4,2,0,0,17,8,10
9,43,3,7.004,19,1,2,4,2,0,0,9,5,3
6,43,3,7.004,19,1,2,4,2,0,0,5,3,6
4,43,3,7.004,19,1,2,4,2,0,0,11,6,5
12,43,3,7.004,19,1,2,4,2,0,0,7,4,4
16,43,3,7.004,19,1,2,4,2,0,0,4,2,7
1,43,3,7.004,19,1,2,4,2,42,1,1,1,1
2,43,3,7.004,19,1,2,4,2,1,0,2,1,2
3,53,3,5.793,11,1,2,4,1,0,0,3,2,2
2,53,3,5.793,11,1,2,4,1,0,0,5,2,5
5,53,3,5.793,11,1,2,4,1,0,0,4,3,3
6,53,3,5.793,11,1,2,4,1,0,0,6,3,4
7,53,3,5.793,11,1,2,4,1,0,0,10,5,6
6,61,2,5.063,23,0,2,3,2,0,0,2,1,4
1,61,2,5.063,23,0,2,3,2,61,0,3,2,1
3,61,2,5.063,23,0,2,3,2,0,0,4,2,3
7,61,2,5.063,23,0,2,3,2,0,0,5,3,5
16,61,2,5.063,23,0,2,3,2,0,0,13,8,10
17,61,2,5.063,23,0,2,3,3,0,0,17,8,11
2,61,2,5.063,23,0,2,3,2,0,0,7,4,2
4,61,2,5.063,23,0,2,3,2,0,0,8,4,6
13,61,2,5.063,23,0,2,3,2,0,0,9,5,7
14,61,2,5.063,23,0,2,3,3,0,0,16,7,9
8,61,2,5.063,23,0,2,3,2,0,0,11,7,8
18,61,2,5.063,23,0,2,3,3,0,0,14,6,12
3,53,4,5.807,18,1,1,3,2,0,0,5,3,5
11,53,4,5.807,18,1,1,3,2,0,0,14,6,8
8,53,4,5.807,18,1,1,3,2,0,0,9,6,7
17,53,4,5.807,18,1,1,3,2,0,0,12,7,9
13,53,4,5.807,18,1,1,3,3,0,0,11,5,6
6,53,4,5.807,18,1,1,3,2,0,0,4,2,4
4,53,4,5.807,18,1,1,3,2,0,0,3,2,3
1,53,4,5.807,18,1,1,3,2,0,0,2,1,2
2,53,4,5.807,18,1,1,3,2,53,1,1,1,1
14,53,3,5.848,18,1,2,2,1,0,0,14,6,7
19,53,3,5.848,18,1,2,2,1,0,0,16,9,11
13,53,3,5.848,18,1,2,2,1,0,0,18,9,9
9,53,3,5.848,18,1,2,2,2,0,0,12,7,10
7,53,3,5.848,18,1,2,2,1,0,0,9,5,3
11,53,3,5.848,18,1,2,2,1,0,0,7,4,5
12,53,3,5.848,18,1,2,2,1,0,0,13,8,6
15,53,3,5.848,18,1,2,2,1,0,0,6,3,4
5,53,3,5.848,18,1,2,2,1,0,0,4,2,8
4,53,3,5.848,18,1,2,2,1,0,0,2,2,2
17,56,2,5.513,20,0,2,3,3,0,0,20,10,12
2,53,3,5.848,18,1,2,2,1,47,1,1,1,1
12,56,2,5.513,20,0,2,3,3,0,0,14,6,8
5,56,2,5.513,20,0,2,3,2,0,0,9,5,5
15,56,2,5.513,20,0,2,3,5,0,0,13,8,9
11,56,2,5.513,20,0,2,3,3,0,0,16,9,6
9,56,2,5.513,20,0,2,3,3,0,0,17,9,11
20,56,2,5.513,20,0,2,3,3,0,0,15,7,7
8,56,2,5.513,20,0,2,3,2,0,0,10,7,4
3,56,2,5.513,20,0,2,3,3,7,0,8,4,10
13,56,2,5.513,20,0,2,3,3,0,0,2,2,3
1,56,2,5.513,20,0,2,3,2,21,0,3,1,2
2,56,2,5.513,20,0,2,3,2,28,1,1,1,1
12,71,0,4.304,17,1,2,3,2,0,0,11,6,10
13,71,0,4.304,17,1,2,3,2,0,0,14,6,11
10,71,0,4.304,17,1,2,3,2,0,0,12,5,7
9,71,0,4.304,17,1,2,3,1,0,0,9,5,8
14,71,0,4.304,17,1,2,3,3,0,0,18,8,12
20,71,0,4.304,17,1,2,3,2,0,0,16,9,14
11,71,0,4.304,17,1,2,3,3,0,0,15,7,13
8,71,0,4.304,17,1,2,3,2,0,0,10,7,9
7,71,0,4.304,17,1,2,3,2,0,0,6,3,6
6,71,0,4.304,17,1,2,3,2,0,0,4,3,3
5,71,0,4.304,17,1,2,3,2,0,0,8,4,5
4,71,0,4.304,17,1,2,3,2,0,0,7,4,4
2,71,0,4.304,17,1,2,3,2,6,1,1,1,2
1,71,0,4.304,17,1,2,3,2,65,0,2,1,1
3,71,0,4.309,15,0,2,4,3,0,0,3,2,3
4,71,0,4.309,15,0,2,4,2,0,0,5,2,4
2,71,0,4.309,15,0,2,4,3,6,1,1,1,2
1,71,0,4.309,15,0,2,4,3,65,0,2,1,1
18,55,2,5.554,21,0,2,3,2,0,0,11,6,9
7,55,2,5.554,21,0,2,3,2,0,0,10,5,7
4,55,2,5.554,21,0,2,3,2,0,0,9,5,5
10,55,2,5.554,21,0,2,3,2,0,0,15,7,11
8,55,2,5.554,21,0,2,3,2,0,0,6,3,8
5,55,2,5.554,21,0,2,3,2,0,0,8,4,6
9,55,2,5.554,21,0,2,3,2,0,0,7,4,10
15,55,2,5.554,21,0,2,3,2,0,0,3,2,4
3,55,2,5.554,21,0,2,3,2,0,0,4,2,3
2,55,2,5.554,21,0,2,3,2,12,1,1,1,2
1,55,2,5.554,21,0,2,3,2,43,0,2,1,1
10,51,2,6.003,20,0,2,4,1,0,1,2,1,5
1,51,2,6.003,20,0,2,4,1,51,0,1,1,1
2,57,1,5.303,16,1,2,3,2,23,0,1,1,1
1,57,1,5.303,16,1,2,3,2,0,1,2,1,2
13,57,1,5.303,16,1,2,3,2,0,0,11,8,11
14,57,1,5.303,16,1,2,3,3,0,0,12,8,12
5,57,1,5.303,16,1,2,3,3,0,0,10,7,10
7,57,1,5.303,16,1,2,3,3,0,0,9,7,9
9,57,1,5.303,16,1,2,3,2,0,0,13,6,13
10,57,1,5.303,16,1,2,3,2,0,0,7,6,7
19,57,1,5.303,16,1,2,3,1,0,0,6,5,6
16,57,1,5.303,16,1,2,3,2,0,0,8,3,8
6,57,1,5.303,16,1,2,3,2,0,0,5,3,5
8,57,1,5.303,16,1,2,3,3,0,0,4,4,4
3,57,1,5.303,16,1,2,3,3,31,0,3,2,3
2,57,3,5.412,15,1,2,3,3,56,0,1,1,1
1,57,3,5.412,15,1,2,3,3,1,1,2,1,3
4,57,3,5.412,15,1,2,3,3,0,0,4,2,2
5,57,3,5.412,15,1,2,3,3,0,0,3,3,4
9,57,3,5.412,15,1,2,3,3,0,0,5,5,5
10,57,3,5.412,15,1,2,3,3,0,0,8,6,6
1,56,3,5.451,16,1,2,3,2,54,0,1,1,1
22,56,3,5.451,16,1,2,3,5,0,1,2,1,7
4,56,3,5.451,16,1,2,3,3,0,0,4,2,2
3,56,3,5.451,16,1,2,3,3,0,0,5,2,5
2,56,3,5.451,16,1,2,3,3,2,0,3,3,4
6,56,3,5.451,16,1,2,3,3,0,0,7,3,3
10,56,3,5.451,16,1,2,3,2,0,0,6,4,6
5,56,3,5.451,16,1,2,3,3,0,0,10,4,10
7,56,3,5.451,16,1,2,3,3,0,0,15,7,11
8,56,3,5.451,16,1,2,3,3,0,0,12,6,9
9,56,3,5.451,16,1,2,3,3,0,0,9,6,8
12,56,3,5.451,16,1,2,3,3,0,0,19,8,13
11,56,3,5.451,16,1,2,3,2,0,0,18,8,12
1,53,3,5.848,18,1,2,2,1,53,0,1,1,1
10,53,3,5.848,18,1,2,2,1,0,1,2,1,2
3,53,3,5.848,18,1,2,2,1,0,0,3,2,3
4,53,3,5.848,18,1,2,2,2,0,0,6,4,5
2,53,3,5.848,18,1,2,2,1,0,0,9,4,4
6,66,0,4.675,16,1,2,3,3,4,0,4,2,3
5,66,0,4.675,16,1,2,3,2,2,0,2,2,2
3,66,0,4.675,16,1,2,3,4,30,0,5,3,4
4,66,0,4.675,16,1,2,3,2,30,0,6,3,1
18,66,0,4.675,16,1,2,3,3,0,0,7,4,8
7,66,0,4.675,16,1,2,3,2,0,0,8,4,5
9,66,0,4.675,16,1,2,3,2,0,0,13,7,7
8,66,0,4.675,16,1,2,3,2,0,0,11,5,6
2,78,4,3.337,19,1,1,1,2,0,0,1,1,7
3,78,4,3.337,19,1,1,1,1,54,1,2,1,1
4,78,4,3.337,19,1,1,1,2,0,0,5,2,4
1,78,4,3.337,19,1,1,1,2,24,0,3,3,2
5,78,4,3.337,19,1,1,1,2,0,0,14,5,6
7,78,4,3.337,19,1,1,1,2,0,0,9,5,3
9,78,4,3.337,19,1,1,1,2,0,0,12,7,5
2,70,0,4.361,14,1,2,4,2,0,0,1,1,5
1,70,0,4.361,14,1,2,4,1,47,1,2,1,1
3,70,0,4.361,14,1,2,4,2,23,0,3,2,2
6,70,0,4.361,14,1,2,4,2,0,0,5,2,6
4,70,0,4.361,14,1,2,4,2,0,0,4,3,7
5,70,0,4.361,14,1,2,4,2,0,0,6,3,4
7,70,0,4.361,14,1,2,4,1,0,0,7,4,3
3,51,2,6.003,20,0,2,4,1,0,0,3,2,2
4,51,2,6.003,20,0,2,4,1,0,0,4,2,4
2,51,2,6.003,20,0,2,4,2,0,0,5,3,7
9,51,2,6.003,20,0,2,4,2,0,0,6,3,8
5,51,2,6.003,20,0,2,4,2,0,0,9,4,10
8,51,2,6.003,20,0,2,4,1,0,0,7,4,6
12,51,2,6.003,20,0,2,4,1,0,0,12,5,9
7,51,2,6.003,20,0,2,4,1,0,0,8,5,3
19,51,2,6.003,20,0,2,4,2,0,0,16,7,11
6,71,0,4.318,10,1,2,4,4,39,0,1,1,4
1,71,0,4.318,10,1,2,4,4,22,1,2,1,1
4,71,0,4.318,10,1,2,4,3,1,0,4,2,3
5,71,0,4.318,10,1,2,4,4,0,0,5,3,5
8,71,0,4.318,10,1,2,4,3,5,0,6,3,2
13,71,0,4.318,10,1,2,4,3,0,0,10,8,7
15,71,0,4.318,10,1,2,4,3,0,0,12,6,8
3,71,0,4.318,10,1,2,4,4,0,0,15,7,6
2,52,3,5.891,18,1,2,4,2,0,0,1,1,3
1,52,3,5.891,18,1,2,4,2,51,1,2,1,1
11,52,3,5.891,18,1,2,4,2,0,0,5,2,9
5,52,3,5.891,18,1,2,4,2,0,0,3,2,5
4,52,3,5.891,18,1,2,4,2,0,0,4,3,4
3,52,3,5.891,18,1,2,4,2,1,0,6,3,2
8,52,3,5.891,18,1,2,4,2,0,0,11,5,7
10,52,3,5.891,18,1,2,4,2,0,0,8,5,6
7,52,3,5.891,18,1,2,4,2,0,0,12,6,8
15,52,3,5.891,18,1,2,4,2,0,0,13,6,10
1,70,0,4.381,14,1,2,2,2,4,0,2,1,2
2,70,0,4.381,14,1,2,2,2,66,1,1,1,1
5,70,0,4.381,14,1,2,2,2,0,0,5,2,4
14,70,0,4.381,14,1,2,2,2,0,0,4,2,6
3,70,0,4.381,14,1,2,2,2,0,0,3,3,3
4,70,0,4.381,14,1,2,2,2,0,0,6,3,5
1,67,0,4.574,17,1,2,3,3,0,0,2,1,4
2,67,0,4.574,17,1,2,3,3,67,1,1,1,1
6,67,0,4.574,17,1,2,3,3,0,0,5,3,5
5,67,0,4.574,17,1,2,3,3,0,0,4,3,6
3,67,0,4.574,17,1,2,3,3,0,0,3,2,2
4,67,0,4.574,17,1,2,3,3,0,0,6,2,3
8,67,0,4.574,17,1,2,3,3,0,0,10,5,7
1,44,3,7.004,19,1,2,4,2,44,0,2,1,1
21,44,3,7.004,19,1,2,4,3,0,1,1,1,3
4,44,3,7.004,19,1,2,4,3,0,0,4,3,6
3,44,3,7.004,19,1,2,4,4,0,0,5,3,9
5,44,3,7.004,19,1,2,4,2,0,0,3,2,2
2,44,3,7.004,19,1,2,4,4,0,0,6,2,11
10,44,3,7.004,19,1,2,4,3,0,0,10,5,10
8,44,3,7.004,19,1,2,4,3,0,0,7,5,8
11,44,3,7.004,19,1,2,4,3,0,0,13,8,13
18,44,3,7.004,19,1,2,4,3,0,0,19,8,12
7,44,3,7.004,19,1,2,4,3,0,0,9,4,4
6,44,3,7.004,19,1,2,4,3,0,0,8,4,5
19,44,3,7.004,19,1,2,4,3,0,0,14,7,14
13,44,3,7.004,19,1,2,4,4,0,0,20,9,15
22,44,3,7.004,19,1,2,4,2,0,0,11,6,7
2,53,3,5.793,11,1,2,4,1,52,0,2,1,1
1,53,3,5.793,11,1,2,4,1,1,1,1,1,2
3,53,3,5.793,11,1,2,4,2,0,0,4,3,3
4,53,3,5.793,11,1,2,4,2,0,0,5,3,4
6,53,3,5.793,11,1,2,4,2,0,0,3,2,5
7,53,3,5.793,11,1,2,4,2,0,0,6,2,7
11,53,3,5.793,11,1,2,4,2,0,0,10,4,9
5,53,3,5.793,11,1,2,4,2,0,0,7,4,6
9,53,3,5.793,11,1,2,4,2,0,0,9,5,10
8,53,3,5.793,11,1,2,4,2,0,0,8,5,8
1,61,2,5.063,23,0,2,3,3,59,0,1,1,1
3,61,2,5.063,23,0,2,3,4,1,1,2,1,3
22,61,2,5.063,23,0,2,3,3,0,0,4,3,5
5,61,2,5.063,23,0,2,3,4,1,0,5,3,4
2,61,2,5.063,23,0,2,3,4,0,0,3,2,2
4,61,2,5.063,23,0,2,3,4,0,0,6,2,6
17,61,2,5.063,23,0,2,3,2,0,0,8,4,8
7,61,2,5.063,23,0,2,3,3,0,0,14,7,9
15,61,2,5.063,23,0,2,3,3,0,0,16,9,10
9,61,2,5.063,23,0,2,3,3,0,0,11,6,7
2,56,3,5.543,15,1,2,3,3,0,0,1,1,3
6,56,3,5.543,15,1,2,3,3,0,0,4,3,4
4,56,3,5.543,15,1,2,3,2,17,0,3,2,1
3,56,3,5.543,15,1,2,3,3,6,0,6,2,2
11,56,3,5.543,15,1,2,3,1,0,0,7,5,5
8,56,3,5.543,15,1,2,3,3,0,0,9,4,8
7,56,3,5.543,15,1,2,3,2,0,0,8,4,6
16,56,3,5.543,15,1,2,3,2,0,0,12,7,11
19,56,3,5.543,15,1,2,3,1,0,0,17,9,10
9,56,3,5.543,15,1,2,3,2,0,0,15,6,9
22,56,3,5.543,15,1,2,3,3,0,0,10,6,7
1,53,4,5.807,18,1,1,3,2,48,0,1,1,1
2,53,4,5.807,18,1,1,3,2,0,1,2,1,3
6,53,4,5.807,18,1,1,3,2,5,0,6,3,4
8,53,4,5.807,18,1,1,3,2,0,0,4,3,5
4,53,4,5.807,18,1,1,3,2,0,0,3,2,6
3,53,4,5.807,18,1,1,3,2,0,0,5,2,2
12,53,4,5.807,18,1,1,3,1,0,0,10,5,9
11,53,4,5.807,18,1,1,3,1,0,0,7,5,10
7,53,4,5.807,18,1,1,3,2,0,0,13,8,11
9,53,4,5.807,18,1,1,3,2,0,0,9,4,8
5,53,4,5.807,18,1,1,3,2,0,0,8,4,7
5,71,0,4.309,15,0,2,4,3,0,0,4,3,5
12,56,2,5.513,20,0,2,3,2,0,0,10,6,5
1,71,0,4.309,15,0,2,4,2,71,1,2,1,1
2,71,0,4.309,15,0,2,4,2,0,0,1,1,2
6,56,2,5.513,20,0,2,3,3,3,0,4,3,4
10,56,2,5.513,20,0,2,3,2,0,0,12,7,6
3,56,2,5.513,20,0,2,3,2,0,0,3,2,3
1,56,2,5.513,20,0,2,3,2,53,1,2,1,1
2,56,2,5.513,20,0,2,3,2,0,0,1,1,2
6,71,0,4.304,17,1,2,3,2,0,0,5,3,6
7,71,0,4.304,17,1,2,3,1,12,0,4,3,5
12,71,0,4.304,17,1,2,3,1,0,0,7,4,10
5,71,0,4.304,17,1,2,3,1,0,0,9,4,7
8,71,0,4.304,17,1,2,3,1,0,0,8,5,8
9,71,0,4.304,17,1,2,3,1,0,0,11,5,9
3,71,0,4.304,17,1,2,3,1,0,0,6,2,4
4,71,0,4.304,17,1,2,3,2,0,0,3,2,3
2,71,0,4.304,17,1,2,3,1,3,0,1,1,2
1,71,0,4.304,17,1,2,3,1,56,1,2,1,1
6,71,0,4.309,15,0,2,4,5,0,0,3,2,8
4,71,0,4.309,15,0,2,4,5,0,0,5,2,3
11,71,0,4.309,15,0,2,4,4,0,0,8,5,11
8,71,0,4.309,15,0,2,4,3,0,0,9,4,7
9,71,0,4.309,15,0,2,4,2,0,0,7,4,4
15,71,0,4.309,15,0,2,4,2,0,0,12,7,6
14,71,0,4.309,15,0,2,4,4,0,0,14,7,13
18,71,0,4.309,15,0,2,4,4,0,0,16,9,14
17,71,0,4.309,15,0,2,4,5,0,0,15,6,16
10,71,0,4.309,15,0,2,4,3,0,0,10,6,10
21,71,0,4.309,15,0,2,4,2,0,0,17,10,9
19,71,0,4.309,15,0,2,4,3,0,0,19,11,15
22,71,0,4.309,15,0,2,4,2,0,0,23,11,12
2,55,2,5.554,21,0,2,3,2,3,0,1,1,2
1,55,2,5.554,21,0,2,3,2,43,1,2,1,1
5,55,2,5.554,21,0,2,3,2,8,0,4,3,3
4,55,2,5.554,21,0,2,3,2,0,0,6,3,6
3,55,2,5.554,21,0,2,3,2,1,0,3,2,5
6,55,2,5.554,21,0,2,3,1,0,0,5,2,4
10,55,2,5.554,21,0,2,3,2,0,0,11,5,9
14,55,2,5.554,21,0,2,3,2,0,0,13,8,11
13,55,2,5.554,21,0,2,3,2,0,0,21,8,12
7,55,2,5.554,21,0,2,3,2,0,0,9,4,7
8,55,2,5.554,21,0,2,3,2,0,0,7,4,8
9,55,2,5.554,21,0,2,3,2,0,0,10,6,10
3,57,1,5.303,16,1,2,3,1,2,0,3,2,3
1,57,1,5.303,16,1,2,3,1,16,1,2,2,2
5,57,1,5.303,16,1,2,3,1,0,0,5,3,5
7,57,1,5.303,16,1,2,3,1,0,0,6,4,6
2,56,3,5.451,16,1,2,3,5,0,0,1,2,2
4,56,3,5.451,16,1,2,3,4,0,0,5,2,5
1,56,3,5.451,16,1,2,3,4,56,1,2,1,1
3,56,3,5.451,16,1,2,3,4,0,0,4,1,6
16,56,3,5.451,16,1,2,3,4,0,0,3,3,3
5,56,3,5.451,16,1,2,3,4,0,0,6,3,4
11,56,3,5.451,16,1,2,3,4,0,0,7,4,7
3,57,3,5.412,15,1,2,3,2,36,0,1,1,1
5,57,3,5.412,15,1,2,3,2,0,0,4,1,4
2,57,3,5.412,15,1,2,3,2,8,1,2,2,2
1,57,3,5.412,15,1,2,3,2,13,0,3,2,3
4,57,3,5.412,15,1,2,3,2,0,0,6,3,5
8,57,3,5.412,15,1,2,3,2,0,0,7,5,6
18,57,3,5.412,15,1,2,3,2,0,0,8,4,7
14,57,3,5.412,15,1,2,3,2,0,0,12,4,10
7,57,3,5.412,15,1,2,3,2,0,0,13,8,9
9,57,3,5.412,15,1,2,3,2,0,0,10,7,8
1,52,3,5.848,18,1,2,2,1,8,0,1,2,2
2,52,3,5.848,18,1,2,2,1,0,0,4,2,3
4,52,3,5.848,18,1,2,2,1,0,1,2,1,4
3,52,3,5.848,18,1,2,2,1,44,0,3,1,1
7,52,3,5.848,18,1,2,2,1,0,0,5,3,5
9,52,3,5.848,18,1,2,2,1,0,0,7,4,6
10,52,3,5.848,18,1,2,2,1,0,0,10,4,7
8,52,3,5.848,18,1,2,2,1,0,0,11,8,8
2,66,0,4.675,16,1,2,3,2,32,0,1,2,2
1,66,0,4.675,16,1,2,3,2,31,1,2,1,1
6,66,0,4.675,16,1,2,3,2,0,0,5,3,3
2,78,4,3.337,19,1,1,1,1,45,0,1,1,1
1,78,4,3.337,19,1,1,1,1,33,0,4,1,2
13,78,4,3.337,19,1,1,1,1,0,1,2,2,7
3,78,4,3.337,19,1,1,1,1,0,0,3,2,4
4,78,4,3.337,19,1,1,1,2,0,0,6,3,5
5,78,4,3.337,19,1,1,1,1,0,0,5,3,3
14,78,4,3.337,19,1,1,1,2,0,0,9,6,9
7,78,4,3.337,19,1,1,1,3,0,0,7,4,13
15,78,4,3.337,19,1,1,1,3,0,0,10,4,12
6,78,4,3.337,19,1,1,1,1,0,0,8,5,6
16,78,4,3.337,19,1,1,1,1,0,0,16,7,11
11,78,4,3.337,19,1,1,1,2,0,0,13,8,10
8,78,4,3.337,19,1,1,1,1,0,0,12,8,8
2,70,0,4.361,14,1,2,4,2,0,0,1,2,4
4,70,0,4.361,14,1,2,4,2,0,0,4,2,7
1,70,0,4.361,14,1,2,4,1,70,1,2,1,1
3,70,0,4.361,14,1,2,4,1,0,0,3,1,2
6,70,0,4.361,14,1,2,4,1,0,0,5,3,3
8,70,0,4.361,14,1,2,4,1,0,0,7,4,5
9,70,0,4.361,14,1,2,4,1,0,0,8,4,6
10,70,0,4.361,14,1,2,4,1,0,0,11,7,8
4,51,2,6.003,20,0,2,4,4,3,0,1,2,4
1,51,2,6.003,20,0,2,4,4,30,1,2,1,5
2,51,2,6.003,20,0,2,4,4,0,0,3,1,2
10,51,2,6.003,20,0,2,4,4,18,0,4,3,1
8,51,2,6.003,20,0,2,4,3,0,0,12,5,3
7,51,2,6.003,20,0,2,4,4,0,0,8,4,6
15,51,2,6.003,20,0,2,4,3,0,0,9,6,8
17,51,2,6.003,20,0,2,4,3,0,0,19,9,11
14,51,2,6.003,20,0,2,4,5,0,0,15,9,10
18,51,2,6.003,20,0,2,4,4,0,0,20,10,12
19,51,2,6.003,20,0,2,4,3,0,0,17,10,9
12,51,2,6.003,20,0,2,4,3,0,0,13,7,7
2,71,0,4.318,10,1,2,4,1,0,0,1,2,2
3,71,0,4.318,10,1,2,4,1,2,0,5,2,5
8,71,0,4.318,10,1,2,4,1,0,1,2,1,4
1,71,0,4.318,10,1,2,4,1,69,0,3,1,1
4,71,0,4.318,10,1,2,4,1,0,0,4,3,3
6,71,0,4.318,10,1,2,4,1,0,0,13,7,6
3,51,3,5.891,18,1,2,4,2,0,0,1,2,7
2,51,3,5.891,18,1,2,4,2,0,0,5,2,3
1,51,3,5.891,18,1,2,4,1,51,1,2,1,1
9,51,3,5.891,18,1,2,4,1,0,0,3,1,2
4,51,3,5.891,18,1,2,4,2,0,0,6,3,4
19,51,3,5.891,18,1,2,4,1,0,0,4,3,5
5,51,3,5.891,18,1,2,4,1,0,0,10,8,6
1,70,0,4.381,14,1,2,2,1,59,0,1,2,1
2,70,0,4.381,14,1,2,2,1,2,0,5,2,2
4,70,0,4.381,14,1,2,2,1,0,1,2,1,4
3,70,0,4.381,14,1,2,2,1,0,0,3,1,3
5,70,0,4.381,14,1,2,2,1,9,0,6,3,5
7,70,0,4.381,14,1,2,2,1,0,0,15,9,6
2,44,3,7.004,19,1,2,4,2,3,0,1,2,2
4,44,3,7.004,19,1,2,4,3,0,0,5,2,4
1,44,3,7.004,19,1,2,4,2,41,1,2,1,1
3,44,3,7.004,19,1,2,4,2,0,0,3,1,5
6,44,3,7.004,19,1,2,4,2,0,0,4,3,3
16,44,3,7.004,19,1,2,4,2,0,0,11,5,8
15,44,3,7.004,19,1,2,4,2,0,0,13,5,11
9,44,3,7.004,19,1,2,4,3,0,0,8,4,9
13,44,3,7.004,19,1,2,4,2,0,0,9,6,10
19,44,3,7.004,19,1,2,4,2,0,0,17,6,12
7,44,3,7.004,19,1,2,4,2,0,0,10,8,6
14,44,3,7.004,19,1,2,4,2,0,0,19,8,13
17,44,3,7.004,19,1,2,4,3,0,0,20,10,16
20,44,3,7.004,19,1,2,4,2,0,0,18,9,14
12,44,3,7.004,19,1,2,4,3,0,0,14,7,15
11,44,3,7.004,19,1,2,4,2,0,0,12,7,7
6,53,3,5.793,11,1,2,4,1,0,0,2,2,3
5,53,3,5.793,11,1,2,4,1,0,0,5,2,5
1,53,3,5.793,11,1,2,4,1,51,1,1,1,1
4,53,3,5.793,11,1,2,4,1,2,0,3,1,2
16,53,3,5.793,11,1,2,4,1,0,0,4,3,4
7,53,3,5.793,11,1,2,4,1,0,0,11,5,8
2,53,3,5.793,11,1,2,4,1,0,0,12,5,7
10,53,3,5.793,11,1,2,4,1,0,0,7,4,9
3,53,3,5.793,11,1,2,4,1,0,0,8,4,6
5,58,2,5.063,23,0,2,3,4,58,1,1,1,1
6,58,2,5.063,23,0,2,3,4,0,0,3,1,3
3,58,2,5.063,23,0,2,3,5,0,0,4,3,2
17,58,2,5.063,23,0,2,3,6,0,0,11,5,11
18,58,2,5.063,23,0,2,3,4,0,0,12,5,8
12,58,2,5.063,23,0,2,3,5,0,0,7,4,5
14,58,2,5.063,23,0,2,3,6,0,0,8,4,10
10,58,2,5.063,23,0,2,3,4,0,0,9,6,4
11,58,2,5.063,23,0,2,3,5,0,0,16,7,6
9,58,2,5.063,23,0,2,3,5,0,0,17,9,7
15,58,2,5.063,23,0,2,3,4,0,0,13,8,9
20,56,3,5.543,15,1,2,3,1,0,0,2,2,4
1,56,3,5.543,15,1,2,3,1,3,1,1,1,2
5,56,3,5.543,15,1,2,3,1,0,0,3,1,5
3,56,3,5.543,15,1,2,3,1,51,0,6,3,1
4,56,3,5.543,15,1,2,3,1,2,0,4,3,3
9,56,3,5.543,15,1,2,3,1,0,0,7,4,6
10,53,4,5.807,18,1,1,3,1,0,0,5,2,5
